Movie_Title	Release_Date	Nationality_First	Nationality	Production_Company	Distributor	Movie_Rate	Genre	Director	Actor
말리	2012-08-02	미국	미국,영국		CGV 무비꼴라쥬	12세이상관람가	드라마,다큐멘터리	케빈 맥도널드	
메튜 본의 백조의 호수 3D	2012-08-02	영국	영국		(주)인스터피씨엠	전체관람가	공연	매튜 본	리처드 윈저,니나 골드만,도미닉 노스
통통한 혁명	2012-08-02	한국	한국	(주)씨타마운틴픽쳐스,(주)맑음영화사	(주)씨타마운틴픽쳐스	12세이상관람가	멜로/로맨스,코미디	민두식	이소정,이현진,이무생,탁트인,이재진,이정진,박지환,고은총
애니멀 킹덤	2012-08-02	호주	호주		주식회사 루믹스미디어	청소년관람불가	스릴러,범죄	데이빗 미코드	가이 피어스,벤 멘델슨,제임스 프레체빌,잭키 위버
스팟걸-교수와 여제자	2012-08-02	한국	한국	비즈니스네크워크	(유)조이앤컨텐츠그룹	청소년관람불가	드라마	신혜성	김한규
AV 아이돌	2012-08-02	한국	한국,일본	(주)영화사조아	골든타이드픽처스(주)	청소년관람불가	코미디	조조 히데오	여민정,타츠미 유이
새미의 어드벤쳐 2	2012-08-01	벨기에	벨기에		씨제이이앤엠(주)	전체관람가	애니메이션,어드벤처	벤 스타센	아이유,이기광,김원효
피라냐 3DD	2012-08-01	미국	미국		롯데쇼핑㈜롯데엔터테인먼트	청소년관람불가	공포(호러),스릴러,코미디	존 걸레거	다니엘 파나베이커,빙 라메스,데이빗 핫셀호프,크리스토퍼 로이드
그레이브 인카운터	2012-08-01	캐나다	캐나다		(주)팝엔터테인먼트	15세이상관람가	공포(호러),스릴러,미스터리	더 비셔우스 브라더스	숀 로저슨,주안 리딩거,맥켄지 그레이
매직 마이크	2012-08-01	미국	미국		(주)나이너스엔터테인먼트	청소년관람불가	코미디	스티븐 소더버그	채닝 테이텀,알렉스 페티퍼,매튜 매커너히,맷 보머,올리비아 문,머시먼로
에어섹스	2012-07-31	일본	일본		(주)도키엔터테인먼트	청소년관람불가	성인물(에로)	조조 히데오	하나 사사
서태지 8집: 398일의 기록	2012-07-27	한국	한국	(주)서태지컴퍼니	(주)서태지컴퍼니	전체관람가	다큐멘터리	서태지	서태지,안성훈,김석중,강준형,최현진
케빈에 대하여	2012-07-26	영국	영국,미국		(주)티캐스트	청소년관람불가	드라마,스릴러	린 램지	틸다 스윈튼,이즈라 밀러,존 C. 레일리
캔 유 필 잇	2012-07-26	미국	미국		어뮤즈	15세이상관람가	공연,다큐멘터리	찰리 프리드릭스	티에스토,데이비드 게타
미국의 바람과 불	2012-07-26	한국	한국		(주)시네마달	15세이상관람가	다큐멘터리	김경만	김경만
할복: 사무라이의 죽음	2012-07-26	일본	일본,영국		미디어소프트	청소년관람불가	사극	미이케 다카시	이치카와 에비조,야쿠쇼 코지,에이타,미츠시마 히카리
맛있는 섹스	2012-07-26	일본	일본		(주)소나무픽쳐스	청소년관람불가	멜로/로맨스	쿠로사기 히로시	스즈키 쿄카
스워드 오브 워	2012-07-26	이탈리아	이탈리아		포커스 온	청소년관람불가	드라마,전쟁	렌조 마르티넬리	룻거 하우어,라즈 드건,카시아 스무트니아크
도둑들	2012-07-25	한국	한국,홍콩	(주)케이퍼필름	쇼박스㈜미디어플렉스	15세이상관람가	액션,범죄	최동훈	김윤석,김혜수,이정재,전지현,임달화,김해숙,오달수,김수현,이심결,증국상,서영주,장동,장현문,정윤헌,조상원,한규석,홍원기,김영민
아이스 에이지 4: 대륙 이동설	2012-07-25	미국	미국		이십세기폭스코리아(주)	전체관람가	애니메이션,어드벤처,코미디,가족	스티브 마티노,마이크 트메이어	존 레귀자모,레이 로마노,데니스 리어리,퀸 라티파,제니퍼 로페즈
무서운 이야기	2012-07-25	한국	한국	(주)수필름,데이지엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	청소년관람불가	공포(호러)	정범식,임대웅,홍지영,김곡,김선,민규동	김현수,노강민,진태현,최윤영,남보라,정은채,배수빈,나영희,임성민,김지영,김예원,조한철,유연석,김지원,이한상,정미남
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처	2012-07-25	일본	일본		롯데쇼핑㈜롯데엔터테인먼트	전체관람가	애니메이션,어드벤처	쿠스바 고조	미즈타 와사비,오오하라 메구미,카카즈 유미
파닥파닥	2012-07-25	한국	한국	(주)이대희 애니메이션스튜디오	씨제이이앤엠(주),㈜인디스토리	12세이상관람가	애니메이션	이대희	김현지,안영미,현경수,이호산,시영준,이서준
구멍난 팬티	2012-07-24	일본	일본		(주)도키엔터테인먼트	청소년관람불가	성인물(에로),코미디	모리오카 토시유키	시노자키 아이
다크 나이트 라이즈	2012-07-19	미국	미국,영국		워너브러더스 (주)	15세이상관람가	액션,범죄,스릴러	크리스토퍼 놀란	크리스찬 베일,게리 올드만,앤 해서웨이,톰 하디,조셉 고든 레빗
명탐정 코난: 11번째 스트라이커	2012-07-19	일본	일본		씨제이이앤엠(주)	12세이상관람가	애니메이션	시즈노 코분,야마모토 야스이치로	김선혜,강수진,이정구,이현진
5백만불의 사나이	2012-07-19	한국	한국	(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손	씨제이이앤엠(주)	15세이상관람가	코미디	김익로	박진영,조성하,민효린,조희봉,오정세,이병준,주광현,한유림,이원익,이유수,윤미영
내 슬픈 창녀들의 추억	2012-07-19	멕시코	멕시코,스페인,덴마크,미국		CGV 무비꼴라쥬	청소년관람불가	드라마	헨닝 칼슨	에밀리오 에체바리아,제랄딘 채플린,안젤라 몰리나
하와이언 레시피	2012-07-19	일본	일본		(주)영화사 진진	12세이상관람가	드라마	사나다 아츠시	오카다 마사키,아오이 유우,바이쇼 치에코,하세가와 준,후카츠 에리
카페 드 플로르	2012-07-19	캐나다	캐나다,프랑스		씨네21아이(주)	청소년관람불가	멜로/로맨스,드라마	장 마크 발레	바네사 파라디,케빈 파랑,헬렌 플로렝
조지 해리슨	2012-07-19	미국	미국		(주)영화사 조제	12세이상관람가	다큐멘터리	마틴 스콜세지	조지 해리슨,폴 메카트니,링고 스타,테리 길리엄
우쿨렐레 사랑모임	2012-07-19	한국	한국		어뮤즈	전체관람가	다큐멘터리	노효두	김기인,오경호,이국표,조미화,곽신영
엑소시즈머스	2012-07-19	스페인	스페인		주식회사 루믹스미디어	청소년관람불가	공포(호러)	마누엘 카르발로	소피 바바소,스티븐 빌링턴,더그 브래들리
도니도니 삼형제와 아기늑대 침투작전	2012-07-19	미국	미국		예지림엔터테인먼트	전체관람가	애니메이션,코미디,가족	하워드 베이커	존 크라이어,브래드 가렛,스티브 잔,톰 케니
페이크자매의 불륜정사	2012-07-19	일본	일본		(유)조이앤컨텐츠그룹	청소년관람불가	멜로/로맨스	카모가와 테츠로	한다 사사
레인 폴	2012-07-19	일본	일본		(주)케이알씨지	15세이상관람가	스릴러,액션	맥스 매닉스	시이나 깃페이,게리 올드만,하세가와 쿄코,에모토 아키라
내 남친은 사이보그	2012-07-19	일본	일본		(주)도키엔터테인먼트	청소년관람불가	성인물(에로)	타지리 유지	쿠리바야시 리리
내 여친이 야한 이유	2012-07-17	일본	일본		(주)도키엔터테인먼트	청소년관람불가	성인물(에로)	유사 카즈히사	키시 아이노
두 개의 달	2012-07-12	한국	한국	(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	15세이상관람가	공포(호러)	김동빈	박한별,김지석,박진주,라미란,박원상,정원,박순철,서원영
나는 공무원이다	2012-07-12	한국	한국	마포필름	(주)넥스트엔터테인먼트월드(NEW)	전체관람가	코미디,드라마	구자홍	윤제문,송하윤,성준,김희정,이충직
리미트리스	2012-07-12	미국	미국		팝엔터테인먼트	15세이상관람가	미스터리,스릴러,액션	닐 버거	브래들리 쿠퍼,애비 코니시,로버트 드니로
베스트 엑조틱 메리골드 호텔	2012-07-12	영국	영국		이십세기폭스코리아(주)	15세이상관람가	코미디,드라마	존 매든	주디 덴치,빌 나이히,톰 윌킨슨,매기 스미스,셀리아 임리,데브 파텔
스트리트 댄스 2: 라틴배틀	2012-07-12	영국	영국		판씨네마㈜	12세이상관람가	드라마,멜로/로맨스	맥스 기와,다니아 파스퀴니	폴크 헨쉘,소피아 부텔라,조지 샘슨,톰 콘티
백자의 사람 : 조선의 흙이 되다	2012-07-12	일본	일본		㈜미로비젼	전체관람가	드라마	타카하시 반메이	요시자와 히사시,배수빈,전수지,사카이 와카나,이시가키 유마
로스트 인 베이징	2012-07-12	중국	중국		프리비젼엔터테인먼트	청소년관람불가	드라마	리 위	판빙빙,양가휘
술이 깨면 집에 가자	2012-07-12	일본	일본		(주)영화사조아	15세이상관람가	드라마	히가시 요이치	아사노 타다노부,나가사쿠 히로미,고 리쥬,호리베 게이스케
철암 계곡의 혈투	2012-07-12	한국	한국	스피나치앤빈	㈜인디스토리	청소년관람불가	서부극(웨스턴),액션	지하진	이무생,윤상화,임치우,장경윤,정한나,지하진,천지민,윤기호
섹스, 거짓말 그리고 비디오 테이프	2012-07-12	한국	한국	(주)스넵쏘울,영화사뜰(주)	(주)스넵쏘울	청소년관람불가	코미디	봉만대	이무생,고수희,심재균,티나,임휘성,강인선,정호영,김광수,최희정,이무영,김유진,김유진,박재한,박재현,박희영,봉만대,이동현
에브리씽 머스트 고	2012-07-12	미국	미국		(주)키노아이디엠씨	15세이상관람가	코미디,드라마	댄 러쉬	윌 페렐,레베카 홀,크리스토퍼 조던 월리스
모피를 입은 비너스	2012-07-12	한국	한국	보통영화사	(주)영화사 조제	청소년관람불가	드라마,스릴러	송예섭	서정,백현진
캣 런	2012-07-12	미국	미국		주식회사 루믹스미디어	청소년관람불가	액션,코미디	존 스톡웰	파즈 베가,스콧 메크로위즈,알폰소 맥올리,자넷 맥티어,크리스토퍼 맥도날드
데이즈 오브 다크니스	2012-07-12	미국	미국		(주)케이알씨지	청소년관람불가	공포(호러)	제이크 케네디	존 리 에임즈,트래비스 브러슨
애니씽 포 허	2012-07-12	프랑스	프랑스		(주)토러스엔터테인먼트	15세이상관람가	범죄,드라마,스릴러	프레드 카바예	벵상 링던,다이앤 크루거,올리비에 마르샬,릴리안 로브레
잃어버린 황금을 찾아서	2012-07-12	프랑스	프랑스		(주)소나무픽쳐스	15세이상관람가	스릴러,액션	에릭 베스나드	클로비스 코르니악,오드리 다나,패트릭 체스네
간호사, 오후의 정사 2	2012-07-12	일본	일본		(주)도키엔터테인먼트	청소년관람불가	성인물(에로)	쿠보데라 카즈토	나츠메 쿄코
옆집 누나 오후의 정사	2012-07-10	일본	일본		(주)도키엔터테인먼트	청소년관람불가	성인물(에로)	타카하라 히데카즈	료우
연가시	2012-07-05	한국	한국	(주)오죤필름	씨제이이앤엠(주)	15세이상관람가	공포(호러),SF	박정우	김명민,강지원,문정희,김동완,이하늬,강신일,최일화,이행춘,장형원,정경임,최동헌,김상오,최정수,박유정,황경호,이민수,이은채,박종원,박진영,서병덕,송광주,신상열,안용우,이나연,이동하
미드나잇 인 파리	2012-07-05	미국	미국,스페인		(주)나이너스엔터테인먼트	15세이상관람가	코미디,멜로/로맨스,판타지	우디 알렌	오웬 윌슨,마리온 꼬띨라르,레이첼 맥아담스,애드리언 브로디
모모와 다락방의 수상한 요괴들	2012-07-05	일본	일본	프로덕션 I.G.	타임스토리그룹(주)	전체관람가	애니메이션,드라마,가족,판타지	오키우라 히로유키	미야마 카렌,유카,이선,김준현,양상국,안윤상
더 레이븐	2012-07-05	미국	미국,헝가리,스페인		롯데쇼핑㈜롯데엔터테인먼트	청소년관람불가	스릴러,미스터리	제임스 맥티그	존 쿠삭,루크 에반스,앨리스 이브,브렌단 글리슨,팸 페리스,애드리안 롤린스
헤이와이어	2012-07-05	미국	미국,아일랜드		씨너스엔터테인먼트(주)	15세이상관람가	액션,스릴러,미스터리,어드벤처,드라마	스티븐 소더버그	이완 맥그리거,지나 카라노,마이클 패스벤더,채닝 테이텀,마이클 더글라스
욕망	2012-07-05	멕시코	멕시코		(주)소나무픽쳐스	청소년관람불가	드라마,멜로/로맨스	안토니오 자발라 쿠글러	조시 아그네시,크리스티안 바흐,페드로 다미안
딥 인 더 우드	2012-07-05	프랑스	프랑스,독일		(주)컴퍼니엘	청소년관람불가	멜로/로맨스,드라마	브누와 쟉꼬	이실드 르 베스코,나우엘 페레즈 비스카야트,제롬 키르셰,마티유 시모네,장 피에르 고스
키드넵 : 한밤의 침입자	2012-07-05	스페인	스페인,프랑스		주식회사 루믹스미디어	청소년관람불가	공포(호러),스릴러,범죄	미구엘 엔젤 비바스	페르난도 카요,안나 와게너,마누엘라 벨레즈
마법의 섬	2012-07-04	미국	미국		(주)인스터피씨엠	전체관람가	공연	월리엄 크리스티	
좀비108	2012-07-04	대만	대만		(주)노이에스	청소년관람불가	공포(호러)	조 쉐인	모리스 롱,고첩,주위동
어메이징 스파이더맨	2012-06-28	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	12세이상관람가	액션	마크 웹	앤드류 가필드,엠마 스톤,마틴 쉰,샐리 필드
캐빈 인 더 우즈	2012-06-28	미국	미국		롯데쇼핑㈜롯데엔터테인먼트	청소년관람불가	공포(호러),스릴러	드류 고다드	크리스 헴스워스,크리스틴 코놀리,안나 허치슨,프란 크랜즈,제시 윌리엄스,리차드 젠킨스
폭풍의 언덕	2012-06-28	영국	영국		찬란	15세이상관람가	드라마,멜로/로맨스	안드리아 아놀드	카야 스코델라리오,제임스 호손,폴 힐튼,올리버 밀번
해피 해피 브레드	2012-06-28	일본	일본		씨네21아이(주)	전체관람가	드라마	미시마 유키코	하라다 토모요,오오이즈미 요,히라오카 유타,미츠이시 켄
동학, 수운 최제우	2012-06-28	한국	한국	더 필름클래식 프로덕션	더 필름클래식 프로덕션	15세이상관람가	드라마	박영철	박성준,송경의,정기선,조윤정,박상민,박상훈,박재훈,박기륭
