Movie_Title	Release_Date	Revenue	Spectator_Number	Screen_Number	Play_Number	Nationality	All_Nationality	Distributor
탈주	2010-09-02	15836600	2060	12	282	한국	한국	㈜인디스토리
탐엣더팜	2014-05-22	53630000	6860	26	592	캐나다	캐나다,프랑스	(주)엣나인필름
탐욕의 제국	2014-03-06	36281400	5712	19	502	한국	한국	(주)시네마달
탑 블레이드 더 무비	2009-01-15	228180500	38349	116	3517	일본	일본	롯데쇼핑㈜롯데엔터테인먼트,SBS프로덕션
태극권 : 무림7대고수전	2012-11-29	3247000	1521	1	6	홍콩	홍콩	(주)소나무픽쳐스
태극권 2014 : 어전시위	2014-10-02	8122000	2579	21	35	중국	중국	(주)소나무픽쳐스
태극기 휘날리며	2004-02-05	15687180500	2544911	115	22375	한국	한국	쇼박스㈜미디어플렉스
태아 3D	2013-04-18	8309500	712	7	42	한국	한국	(주)팝엔터테인먼트
태양의 노래	2007-02-22	192315000	32156	81	2566	일본	일본	유니버설픽쳐스인터내셔널 코리아(유)
태풍	2005-12-14	19372557600	3035086	481	36678	한국	한국	씨제이엔터테인먼트(주)
태풍	2005-12-14	2837117700	436064	211	10477	한국	한국	씨제이엔터테인먼트(주)
태풍태양	2005-06-02	304763000	47908	101	3835	한국	한국	쇼이스트(주)
택시 4	2007-07-05	967706000	148895	151	8617	프랑스	프랑스	㈜스튜디오이쩜영
택시 블루스	2007-12-21	2667000	413	2	49	한국	한국	㈜인디스토리
택시: 더 멕시멈	2004-11-17	849676500	134885	57	4455	미국	미국	이십세기폭스필름코퍼레이션
탱고 위드 미	2013-08-29	15718500	2350	9	193	벨기에	벨기에,프랑스,룩셈부르크	(주)에스와이코마드
터널 3D	2014-08-20	620874000	80989	264	5076	한국	한국	(주)박수엔터테인먼트
터미널	2004-08-27	6377300000	986903	127	13929	미국	미국	씨제이엔터테인먼트(주)
터미네이터 : 미래전쟁의 시작	2009-05-21	29690943500	4499776	702	93745	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
터미네이터 2 : 심판의 날 감독판	2013-11-14	98683000	13664	47	878	미국	미국	(주)팝엔터테인먼트
터보	2013-07-25	13116737000	1924414	634	28783	미국	미국	씨제이이앤엠(주)
터질거야	2008-02-28	8650000	1393	5	218	덴마크	덴마크	(주)영화사 진진
터치	2012-11-08	107384000	18393	95	1755	한국	한국	(주)팝엔터테인먼트
터치 오브 라이트	2013-03-14	110620024	16899	128	1794	대만	대만	씨너스엔터테인먼트(주)
터치 오브 스파이스	2005-11-25	21043000	3040	2	96	그리스	그리스	프리비젼엔터테인먼트
터키	2014-07-31	790848700	113795	182	2384	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
테드: 황금도시 파이티티를 찾아서	2012-09-20	1453568500	206320	301	6248	스페인	스페인	싸이더스 픽쳐스
테라 3D: 인류 최후의 전쟁	2010-11-04	104543000	9863	47	1026	미국	미국	(주)씨타마운틴픽쳐스
테러라인	2013-10-17	8043000	1553	5	25	미국	미국	(주)미디어데이
테레사 팔머의 감금	2013-11-28	31659000	5279	4	35	호주	호주	(주)컴퍼니엘
테레즈 라캥	2014-07-10	108674700	14385	48	949	미국	미국	판씨네마㈜
테르마이 로마이	2013-07-18	23674500	3319	7	181	일본	일본	브릿지웍스 엔터테인먼트(주)
테이크 쉘터	2013-04-18	38948400	5211	20	504	미국	미국	찬란
테이크다운	2013-04-18	135780500	19415	138	2432	영국	영국,미국	(주)에스비에스콘텐츠허브
테이큰	2008-04-09	15971449000	2359061	256	60944	프랑스	프랑스	㈜스튜디오이쩜영
테이큰 2	2012-09-27	17581098553	2308596	682	51344	프랑스	프랑스	이십세기폭스코리아(주)
테이킹 라이브즈	2004-04-15	249467500	38736	19	1551	미국	미국	워너브러더스 (주)
테이킹 우드스탁	2010-07-29	102606500	13598	14	694	미국	미국	(주)영화사구안
텍사스 전기톱 연쇄살인사건	2005-06-16	1294883500	201990	97	7637	미국	미국	쇼박스㈜미디어플렉스
텍사스 전기톱 연쇄살인사건 : 0	2007-02-22	575660000	93993	114	5704	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
텐 미니츠 - 첼로	2005-01-28	19039000	2857	1	60	영국	영국	스폰지
텐텐	2008-09-11	108967100	15658	9	787	일본	일본	(주)스폰지이엔티
텔레비전	2013-11-07	4713000	759	4	71	기타	기타,독일	(주)엣나인필름
템페스트	2013-05-18	9899000	379	3	28	미국	미국	(주)인스터피씨엠
토끼와 거북이 패밀리가 떴다	2012-11-22	2697000	446	2	27	미국	미국,헝가리	예지림엔터테인먼트
토끼와 리저드	2009-10-22	58881500	8323	61	1525	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
토너먼트	2010-09-02	162232000	20316	31	1607	영국	영국	(주)씨타마운틴픽쳐스
토네이도	2014-09-17	1402000	369	6	10	미국	미국	스크린조이
토니 스토리: 깡통제국의 비밀	2013-07-18	422490500	67663	257	2854	독일	독일	(주)영화사 빅
토니 타키타니	2005-09-22	71307500	10524	2	266	일본	일본	스폰지
토니 타키타니	2005-09-22	2624500	552	1	10	일본	일본	스폰지
토르: 다크 월드	2013-10-30	22525808500	3039889	733	78095	미국	미국	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
토르: 마법망치의 전설	2012-02-09	5550797500	768426	383	18742	아이슬란드	아이슬란드	롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티
토르: 천둥의 신	2011-04-28	15985737000	1694562	496	45188	미국	미국	씨제이이앤엠(주)
토리노의 말	2012-02-23	21543000	2805	2	112	헝가리	헝가리,프랑스,독일,스위스,미국	(재)전주국제영화제조직위원회
토리노의 말	2012-02-23	4427000	535	1	7	헝가리	헝가리,프랑스,독일,스위스,미국	(재)전주국제영화제조직위원회
토마스와 친구들 - 극장판	2009-04-09	232074500	39461	67	2131	영국	영국	(주)코카반
토마스와 친구들 - 극장판	2009-04-09	2432000	304	1	2	영국	영국	(주)코카반
토마스와 친구들 - 극장판 2	2010-06-10	112687000	15928	93	1645	미국	미국	에이원엔터테인먼트
토마스와 친구들 - 극장판 2	2010-06-10	1170000	585	1	56	미국	미국	에이원엔터테인먼트
토마스와 친구들 - 극장판 3	2011-05-05	130697500	18857	110	1154	영국	영국	에이원엔터테인먼트
토마스와 친구들: 블루마운틴 미스터리	2013-10-17	80186500	12054	49	892	영국	영국	(주)팝엔터테인먼트
토스카	2013-04-13	19779500	812	2	50	독일	독일	(주)케빈앤컴퍼니
토스카	2014-03-15	22939500	993	2	49	미국	미국	(주)인스터피씨엠
토스카나 웨딩	2014-04-30	2992500	601	5	13	네덜란드	네덜란드	주식회사 풍경소리
토이 스토리 1,2	2010-05-05	65459200	6494	13	276	미국	미국	
토이 스토리 3	2010-08-05	14319338600	1458865	393	28615	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
토일렛	2010-12-02	70711000	9551	9	351	일본	일본,캐나다	(주)영화사 조제
토일렛	2010-12-02	48507500	6382	8	284	일본	일본,캐나다	(주)영화사 조제
토탈 리콜	2012-08-15	8958236000	1219637	448	27089	미국	미국,캐나다	한국소니픽쳐스릴리징브에나비스타영화㈜
토토의 움직이는 숲	2013-06-20	505799000	79558	191	2407	덴마크	덴마크	(주)미디어데이
톡투미	2008-05-01	23370500	3493	6	357	미국	미국	(주)유레카픽쳐스
톨스토이의 마지막 인생	2010-12-15	388417500	53551	107	3729	영국	영국,미국,러시아,독일	롯데쇼핑㈜롯데엔터테인먼트
톨스토이의 마지막 인생	2010-12-15	62189500	8351	4	354	영국	영국,미국,러시아,독일	롯데쇼핑㈜롯데엔터테인먼트
톱스타	2013-10-24	1194185500	175153	397	12218	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
통증	2011-09-07	5246996000	700272	317	29211	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
통통한 혁명	2012-08-02	3748000	557	8	94	한국	한국	(주)씨타마운틴픽쳐스
투 가이즈	2004-07-09	3584851500	568230	93	8311	한국	한국	쇼이스트(주)
투 더 원더	2014-03-06	12454000	1647	5	110	미국	미국	(주)미디어데이
투 더 원더	2014-03-06	5087000	628	1	4	미국	미국	(주)미디어데이
투 러버스	2014-01-23	1800000	325	5	8	미국	미국	(주)수키픽쳐스
투 마더스	2013-08-22	497511000	71264	198	3859	프랑스	프랑스	싸이더스 픽쳐스
투 브라더스	2006-01-20	874112000	144571	95	4235	프랑스	프랑스,영국	씨제이엔터테인먼트(주)
투 아이즈	2010-08-05	63764900	8460	18	661	네덜란드	네덜란드	KT&G 시네마 상상마당
투 올드 힙합 키드	2012-09-13	14735000	2118	12	262	한국	한국	(주)시네마달
투 타이거	2013-09-26	11980000	5480	5	48	이탈리아	이탈리아	(주)케이알씨지
투건스	2013-11-07	49731500	7806	58	670	미국	미국	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
투명인간 그리프	2011-11-03	10144500	1286	7	131	호주	호주	CGV 무비꼴라쥬
투모로우	2004-06-03	11658584500	1830767	164	22881	미국	미국	이십세기폭스필름코퍼레이션
투사부일체	2006-01-19	31959686000	5074314	407	54339	한국	한국	씨제이엔터테인먼트(주)
투야의 결혼	2007-11-01	3307000	485	1	52	중국	중국	스폰지
투어리스트	2010-12-09	6728872000	901843	418	26842	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
투어리스트	2010-12-09	31151000	3781	3	97	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
투엘디케이	2005-05-13	2247500	330	1	26	일본	일본	(주)아펙스 엔터테인먼트
투혼	2011-10-06	1432123500	210970	356	15008	한국	한국	(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트
툼스톤	2014-09-18	1873829247	242383	378	16220	미국	미국	(주)인벤트스톤
트라이앵글	2009-11-19	33850000	4504	58	1061	한국	한국	씨제이엔터테인먼트(주)
트랜센던스	2014-05-14	5478201500	696412	417	23243	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
트랜스머신: 만테라	2014-07-15	8370000	1711	20	42	말레이지아	말레이지아	스크린조이
트랜스아메리카	2006-11-16	6525100	1000	2	102	미국	미국	인터비스앤파트너스(주)
트랜스아메리카	2006-11-16	2621000	548	2	11	미국	미국	인터비스앤파트너스(주)
트랜스포머	2007-06-28	47619379338	7389696	863	92291	미국	미국	씨제이엔터테인먼트(주)
트랜스포머	2007-06-28	78278000	11064	8	370	미국	미국	씨제이엔터테인먼트(주)
트랜스포머	2007-06-28	10336000	1451	2	31	미국	미국	씨제이엔터테인먼트(주)
트랜스포머 3	2011-06-29	74840681500	7784743	1409	124450	미국	미국	씨제이이앤엠(주)
트랜스포머: 사라진 시대	2014-06-25	44013109845	5295929	1602	107884	미국	미국	씨제이이앤엠(주)
트랜스포머: 패자의 역습	2009-06-24	50697608000	7392990	1154	115137	미국	미국	씨제이엔터테인먼트(주)
트랜스포터 엑스트림	2005-10-20	572707000	89988	66	4026	미국	미국	이십세기폭스필름코퍼레이션
트랜스포터-라스트 미션	2009-01-08	6244302000	937224	267	27731	프랑스	프랑스	(주)시너지하우스 (시너지)
트랜짓	2012-11-22	4955500	711	6	63	미국	미국	(주)팝엔터테인먼트
트랩	2009-01-29	494741500	71979	164	5542	미국	미국	아이비젼엔터테인먼트(주)
트러블 메이커	2014-01-09	7470000	1402	6	72	미국	미국	(주)앤드플러스미디어웍스
트러스트	2008-07-30	2146000	387	1	4	미국	미국,영국	
트럭	2008-09-25	3730899000	550195	258	23432	한국	한국	싸이더스 픽쳐스
트로이	2004-05-21	12777346000	2001293	177	21245	미국	미국	워너브러더스 (주)
트로픽 썬더	2008-12-10	465953500	67267	104	4859	미국	미국,독일	씨제이엔터테인먼트(주)
트론: 새로운 시작	2010-12-29	3382216700	306012	371	10005	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
트론: 새로운 시작	2010-12-29	1469097300	131307	379	5909	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
트루맛쇼	2011-06-02	93868000	12324	22	1064	한국	한국	(주)더 피플
트리 오브 라이프	2011-10-27	367556500	51013	125	2749	미국	미국	(주)에스비에스콘텐츠허브
트리 오브 라이프	2011-10-27	4446000	805	3	34	미국	미국	(주)에스비에스콘텐츠허브
트리쉬나	2014-03-20	3510000	556	6	49	영국	영국	(유)영화사 화수분
트리스탄과 이졸데	2007-07-05	3952000	584	1	45	미국	미국	(주)쇼타임
트리플 X2 : 넥스트 레벨	2005-04-29	2951349000	465276	155	16032	미국	미국	소니픽쳐스릴리징코리아
트릭스	2009-11-12	13051000	1750	7	290	폴란드	폴란드	프리비젼엔터테인먼트
트와일라잇	2008-12-10	8369922000	1292332	345	28082	미국	미국	(주)넥스트엔터테인먼트월드(NEW)
트와일라잇	2008-12-10	454625000	68588	96	2829	미국	미국	(주)넥스트엔터테인먼트월드(NEW)
특수경찰: 스페셜 ID	2014-01-09	9308500	7100	16	150	중국	중국,홍콩	(주)팝엔터테인먼트
특수본	2011-11-24	8096052500	1118258	471	40881	한국	한국	(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트
티끌모아 로맨스	2011-11-10	2941601500	423915	323	19288	한국	한국	필라멘트픽쳐스
티스	2009-01-15	2354000	366	1	70	미국	미국	(유)마스엔터테인먼트코리아
티켓	2006-06-23	19955000	2930	1	129	이탈리아	이탈리아,영국,이란	(주)동숭아트센터
티토 황제의 자비	2013-06-08	9954000	395	2	26	미국	미국	(주)인스터피씨엠
티파니에서 아침을	2011-08-26	21664000	6093	9	136	미국	미국	(주)씨타마운틴픽쳐스
티파니에서 아침을	2011-08-26	11107000	2782	2	84	미국	미국	(주)씨타마운틴픽쳐스
티파니에서 아침을	2011-08-26	13032000	2342	3	117	미국	미국	(주)씨타마운틴픽쳐스
틴틴 : 유니콘호의 비밀	2011-12-07	6646528500	803256	644	31075	미국	미국,뉴질랜드,벨기에	롯데쇼핑㈜롯데엔터테인먼트
틴틴 : 유니콘호의 비밀	2011-12-07	91036000	12735	56	493	미국	미국,뉴질랜드,벨기에	롯데쇼핑㈜롯데엔터테인먼트
팅커 테일러 솔저 스파이	2012-02-09	648623500	87191	187	4690	영국	영국,프랑스,독일	팝엔터테인먼트
팅커 테일러 솔저 스파이	2012-02-09	9805700	1200	3	40	영국	영국,프랑스,독일	팝엔터테인먼트
파가니니: 악마의 바이올리니스트	2014-04-23	270320700	36729	100	2253	독일	독일,이탈리아	씨너스엔터테인먼트(주)
파괴된 사나이	2010-07-01	7692092100	1012310	363	31985	한국	한국	(주)시너지하우스 (시너지)
파괴자들	2012-10-31	141102068	19716	171	3402	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
파닥파닥	2012-07-25	87719900	13208	51	983	한국	한국	씨제이이앤엠(주),㈜인디스토리
파라노만	2013-02-07	75039000	10942	54	604	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
파라노말 액티비티	2010-01-13	3207923500	438402	184	17015	미국	미국	(주)넥스트엔터테인먼트월드(NEW)
파라노말 액티비티 2	2010-10-21	2575677000	358453	196	13647	미국	미국	씨제이엔터테인먼트(주)
파라노말 액티비티 3	2011-10-20	948704000	131437	180	6147	미국	미국	씨제이이앤엠(주)
파라노말 액티비티4	2012-10-25	384064500	54461	173	3180	미국	미국	씨제이이앤엠(주)
파라노말액티비티-도쿄나이트	2011-12-01	11416500	1577	16	176	일본	일본	(주)씨타마운틴픽쳐스
파라노이드 파크	2007-11-22	46491000	6699	6	349	프랑스	프랑스,미국	스폰지
파라노이드 파크	2007-11-22	12427000	1804	2	100	프랑스	프랑스,미국	스폰지
파라다이스	2006-11-10	2021000	300	1	53	브라질	브라질	라인트리엔터테인먼트
파라다이스 러브	2013-10-17	12922500	1788	5	109	독일	독일,프랑스, 오스트리아	㈜월드시네마
파라다이스 키스	2013-06-20	11012000	1572	5	25	일본	일본	(주)미디어이야기
파란자전거	2007-04-19	13805000	2205	20	345	한국	한국	(주)프라임엔터테인먼트
파랑주의보	2005-12-22	1427060500	232809	128	5704	한국	한국	아이러브시네마
파랑주의보	2005-12-22	26829500	4475	35	335	한국	한국	아이러브시네마
파르나서스 박사의 상상극장	2009-12-23	2854787000	394074	309	12586	미국	미국	(주)성원아이컴
파르나서스 박사의 상상극장	2009-12-23	475332500	64169	245	3947	미국	미국	(주)성원아이컴
파르지팔	2013-05-16	15059000	571	2	61	독일	독일	(주)케빈앤컴퍼니
파리 36의 기적	2011-02-17	11828000	1492	4	181	프랑스	프랑스,체코,독일	(주)영화사 진진
파리 5구의 여인	2013-04-25	36273000	4735	8	178	프랑스	프랑스,폴란드,영국	세븐바이투픽쳐스
파리, 사랑한 날들	2011-04-07	25902000	3379	12	356	프랑스	프랑스	퍼즐엔터테인먼트
파리에서	2007-12-13	6264000	905	3	75	프랑스	프랑스	스폰지
파리의 도둑고양이	2012-04-26	7915500	1063	5	118	프랑스	프랑스	라인트리엔터테인먼트
파리의 연인들	2007-02-08	52659100	8078	6	396	프랑스	프랑스	(주)영화사 진진
파송송 계란탁	2005-02-18	6292855500	1003026	155	21505	한국	한국	씨제이엔터테인먼트(주)
파수꾼	2011-03-03	169741700	21963	21	1546	한국	한국	필라멘트픽쳐스
파수꾼	2011-03-03	8297000	973	2	9	한국	한국	필라멘트픽쳐스
파우스트	2012-12-06	28903000	3634	2	114	러시아	러시아	㈜영화사 백두대간
파우스트	2012-12-06	18403000	2407	2	125	러시아	러시아	㈜영화사 백두대간
파우스트	2012-06-19	31358000	1101	2	35	미국	미국	(주)인스터피씨엠
파워레인저매직포스&트레저포스	2007-07-17	672328000	110958	46	2581	일본	일본	대원미디어㈜
파워레인저매직포스&트레저포스	2007-07-17	3614000	782	2	27	일본	일본	대원미디어㈜
파이널 데스티네이션	2006-05-11	2299753200	359517	131	10677	미국	미국	㈜미로비젼
파이널 데스티네이션 4	2009-10-01	2273016500	284633	215	15137	미국	미국	워너브러더스 (주)
파이널 데스티네이션5	2011-09-08	2370348500	257193	168	9325	미국	미국	워너브러더스 (주)
파이널컷	2006-10-12	2934000	434	2	73	캐나다	캐나다,독일	㈜미로비젼
파이스토리	2006-07-06	1306741500	228118	112	5676	한국	한국,미국	씨제이엔터테인먼트(주)
파이스토리 : 악당상어 소탕작전	2013-01-10	1808263000	267440	298	7483	미국	미국,한국	(주)에스비에스콘텐츠허브
파이어 : 테러와의 전쟁	2014-07-10	39011000	5559	20	85	독일	독일	와이드 릴리즈(주)
파이어 위드 파이어	2013-02-21	4355000	2030	1	14	미국	미국	(주)영화사폴
파이어스톰	2014-07-16	51336800	6682	82	1083	중국	중국,홍콩	(주)인벤트스톤
파이어월	2006-02-17	890321000	139423	110	5879	미국	미국	워너브러더스 (주)
파이어프루프-사랑의 도전	2009-09-18	19843000	3874	3	272	미국	미국	크로스픽쳐스(주),(주)허리우드극장
파이오니아	2014-02-27	2580000	570	5	30	노르웨이	노르웨이,독일,스웨덴,프랑스,핀란드	예지림엔터테인먼트
파이터	2011-03-10	1033270000	136946	263	11217	미국	미국	(주)시너지하우스 (시너지)
파주	2009-10-28	966263100	131066	176	11194	한국	한국	(주)엠케이픽처스
파주	2009-10-28	3226000	411	1	39	한국	한국	(주)엠케이픽처스
파코와 마법 동화책	2010-07-22	23161200	3208	13	408	일본	일본	(주)씨타마운틴픽쳐스
파파	2012-02-01	4000072000	587291	414	24767	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
파파로티	2013-03-14	11825934000	1716429	552	53601	한국	한국	쇼박스㈜미디어플렉스
파퍼씨네 펭귄들	2011-09-07	7049177000	980387	333	26307	미국	미국	이십세기폭스코리아(주)
파프리카	2007-11-02	6283000	934	1	85	일본	일본	한국소니픽쳐스릴리징브에나비스타영화㈜
판의 미로 - 오필리아와 세 개의 열쇠	2006-11-30	2783458500	471298	175	13189	스페인	스페인,멕시코	(주)프라임엔터테인먼트
판의 미로 - 오필리아와 세 개의 열쇠	2006-11-30	2354700	370	2	21	스페인	스페인,멕시코	(주)프라임엔터테인먼트
판타스틱 4: 실버 서퍼의 위협	2007-08-08	3682710500	576690	307	17449	미국	미국	이십세기폭스필름코퍼레이션
판타스틱 Mr. 폭스	2009-12-24	99553000	13511	11	475	미국	미국,영국	이십세기폭스코리아(주)
판타스틱 Mr. 폭스	2009-12-24	44039500	5792	10	409	미국	미국,영국	이십세기폭스코리아(주)
판타스틱 애니월드	2006-04-13	22137500	3334	1	96	캐나다	캐나다	씨제이 씨지브이(CJ CGV)(주)
판타스틱 자살소동	2007-11-08	6125500	975	2	110	한국	한국	㈜인디스토리
판타스틱 플래닛	2004-04-09	3252000	465	1	7	프랑스	프랑스	㈜영화사 백두대간
판타스틱4	2005-08-11	3498924500	560275	147	11363	미국	미국	이십세기폭스코리아(주)
판타스틱4	2005-08-11	23249500	3988	6	236	미국	미국	이십세기폭스코리아(주)
팔레르모 슈팅	2010-04-22	3132000	455	1	36	독일	독일	(주)스폰지이엔티
팔스타프	2014-04-19	12870500	567	2	47	미국	미국	(주)인스터피씨엠
팜므 파탈	2004-11-17	191690000	29489	42	1779	프랑스	프랑스	(주)시네마서비스
패밀리 S다이어리	2014-04-24	2992500	601	5	13	네덜란드	네덜란드	주식회사 풍경소리
패션 오브 크라이스트	2004-04-02	5338827500	841006	66	9902	미국	미국	이십세기폭스필름코퍼레이션
패션, 위험한 열정	2013-08-14	58729000	8098	34	612	독일	독일,프랑스	판씨네마㈜
패솔로지	2008-04-17	569072500	90612	137	7781	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
패스트 앤 퓨리어스 도쿄 드리프트	2006-07-20	1104122500	179396	131	6815	미국	미국	UIP코리아
패스트푸드 네이션	2008-07-03	16379000	2387	2	188	영국	영국,미국	판씨네마㈜
패시파이어	2005-06-03	386603500	61132	40	2625	미국	미국	브에나비스타인터내셔널코리아
팩토리 걸	2007-05-31	118770000	17671	12	792	미국	미국	스폰지
팬도럼	2009-10-22	1223079000	161063	187	11825	독일	독일,영국	(주)시너지하우스 (시너지)
팬텀: 라스트 커맨더	2013-07-04	26765500	3777	46	502	미국	미국	브릿지웍스 엔터테인먼트(주)
팻 걸	2004-08-20	54722500	8548	7	336	프랑스	프랑스	㈜영화사 백두대간
퍼	2008-01-17	17194500	2492	1	117	미국	미국	㈜미로비젼
퍼니 게임	2009-10-08	7419000	1027	2	193	미국	미국,영국,프랑스	(주)스폰지이엔티
퍼니셔	2004-09-10	36507500	5664	10	358	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
퍼머넌트 노바라	2010-11-04	8119800	1194	6	178	일본	일본	(주)씨타마운틴픽쳐스
퍼블릭 에너미	2009-08-12	3366910000	456581	292	15294	미국	미국	
퍼블릭 에너미 넘버원	2011-08-25	26932000	3410	35	474	프랑스	프랑스,캐나다,이탈리아	예지림엔터테인먼트
퍼스널 이펙츠	2012-01-26	20879000	2816	12	281	미국	미국	프리비젼엔터테인먼트
퍼스트 그레이더	2012-05-17	6197000	878	6	85	영국	영국,미국,케냐	골든타이드픽처스(주)
퍼스트 어벤져	2011-07-28	4161976500	514309	362	13941	미국	미국	씨제이이앤엠(주)
퍼스트 포지션	2012-10-25	59970500	7978	17	432	미국	미국	골든타이드픽처스(주)
퍼시 잭슨과 괴물의 바다	2013-09-12	3791349609	519584	409	17054	미국	미국	이십세기폭스코리아(주)
퍼시 잭슨과 번개 도둑	2010-02-11	13158158500	1846180	334	43667	미국	미국	이십세기폭스코리아(주)
퍼시픽 림	2013-07-11	20477400512	2539115	1005	55655	미국	미국	워너브러더스 (주)
퍼시픽 모비딕	2013-08-14	11790000	5270	5	45	미국	미국	(주)케이알씨지
퍼펙트	2013-09-25	118503500	18179	136	2241	미국	미국	(주)마인스 엔터테인먼트
퍼펙트 게임	2011-12-21	5996408000	811772	413	19726	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
퍼펙트 게임	2011-12-21	5224000500	695312	396	21284	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
퍼펙트 겟어웨이	2009-08-20	2303965000	310779	226	15355	미국	미국	(주)시너지하우스 (시너지)
퍼펙트 블루	2004-05-26	3941000	563	1	56	일본	일본	(주)튜브엔터테인먼트
퍼펙트 센스	2011-11-24	343990100	45865	124	3811	영국	영국	KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
퍼펙트 스트레인저	2007-08-29	3565000	510	1	8	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
퍼펙트 웨딩(몬스터 인 로)	2005-10-20	695278500	109414	105	4969	미국	미국	(주)튜브엔터테인먼트
퍼햅스 러브	2006-01-05	529429500	83231	104	3973	홍콩	홍콩	쇼이스트(주)
펀치레이디	2007-10-25	243405000	37518	202	6249	한국	한국	(주)프라임엔터테인먼트
펄스	2007-08-22	79482000	12043	11	644	미국	미국	(주)유니코리아문예투자
페넬로피	2008-05-15	1396979000	214652	148	10687	미국	미국,영국	씨제이엔터테인먼트(주)
페르세폴리스	2008-05-08	78643600	11394	8	715	프랑스	프랑스,미국	(주)스폰지이엔티
페르소나	2013-07-25	17014000	2087	2	104	스웨덴	스웨덴	㈜영화사 백두대간
페르시아의 왕자: 시간의 모래	2010-05-27	14483501000	1970823	567	51307	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
페스티발	2010-11-18	1517620500	196937	234	11897	한국	한국	(주)시너지하우스 (시너지)
페어러브	2010-01-14	202592500	27083	45	1978	한국	한국	씨제이엔터테인먼트(주)
페어리	2012-12-20	6480000	845	9	95	프랑스	프랑스,벨기에	(주)씨타마운틴픽쳐스
페어리테일: 봉황의 무녀	2013-02-28	79291500	11830	50	437	일본	일본	(주)나이너스엔터테인먼트
페어웰, 마이 퀸	2013-12-05	65376000	9015	24	461	프랑스	프랑스,스페인	(주)더블앤조이픽쳐스
페어웰, 마이 퀸	2013-12-05	4633000	662	2	21	프랑스	프랑스,스페인	(주)더블앤조이픽쳐스
페이머스 파이브 : 키린섬의 비밀	2013-10-17	50861000	7638	71	391	독일	독일	예지림엔터테인먼트
페이스	2004-06-11	1534151500	238950	69	5674	한국	한국	(주)시네마서비스
페이스 블라인드	2012-06-21	660556169	88977	179	4652	미국	미국,프랑스,캐나다	(주)마인스 엔터테인먼트
페이스 오브 러브	2014-04-16	597286405	80699	222	5521	미국	미국	(주)영화사 빅
페이스메이커	2012-01-18	3443753000	467697	412	21875	한국	한국	(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트
페이지 터너	2007-10-03	10403000	1575	3	227	프랑스	프랑스	프리비젼엔터테인먼트
페이첵	2004-01-22	840196500	131390	17	1688	미국	미국	씨제이엔터테인먼트(주)
페이퍼보이: 사형수의 편지	2013-08-08	22677500	3030	12	202	미국	미국	(주)퍼스트런
페인리스	2013-08-08	48139500	7079	27	468	스페인	스페인,프랑스,포르투갈	씨네그루(주)다우기술
페인터	2006-10-20	3500000	500	1	4	미국	미국	소니픽쳐스릴리징코리아
페인트볼	2014-03-06	1160000	372	5	24	스페인	스페인	스크린조이
페인티드 베일	2007-03-15	759934000	122128	115	6479	중국	중국,미국,캐나다	(주)프라임엔터테인먼트
페임	2009-09-24	4651290000	634100	330	28383	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
페티쉬	2010-11-25	6422500	872	3	104	한국	한국,미국	(주)영화사 조제
펜트하우스 코끼리	2009-11-05	1077396000	142781	233	10655	한국	한국	(주)시너지하우스 (시너지)
펠햄 123	2009-06-11	2374133500	354850	262	18180	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
펭귄 - 위대한 모험(다큐)	2005-08-11	471531000	78473	52	1999	프랑스	프랑스	(주)튜브엔터테인먼트
평범한 날들	2011-09-29	10111400	1327	10	280	한국	한국	㈜인디스토리
평양성	2011-01-27	12684530500	1717566	483	41860	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
