"","movie_nm","score","reg_date","contents"
"1","노브레싱","10.0","2013.11.02","깨알돋는 유머도 좋았고 역시 뭐니뭐니해도 배우는 연기를 잘해야한다는거 배우들의 호연덕분에 영화가 더 살았어요 "
"2","노브레싱","9.0","2013.11.02","기대 이상으로 재밌게 보고 왔어요 이종석씨 서인국씨 박철민씨 너무 연기를 잘하고 유리씨도 나름 괜찮았어요 마지막 수영씬레서는 몰입도가 끝내줬구요 신선하고 청량한 느낌의 영화 였어요 아이들과 보기도 좋았구요 강추합니다 "
"3","토르 : 다크 월드","10.0","2013.11.02","정말 잼나게 봤어요 로키 짜응 밉지않은 악역b "
"4","토르 : 다크 월드","10.0","2013.11.02","로키때문에 점 "
"5","밤의 여왕","8.0","2013.11.02","박진영 까메오인데 넘 웈겨요ㅋㅋ "
"6","노브레싱","9.0","2013.11.02","내가 저번주에 본 영화보다 정말 백배 더 재밌었다 "
"7","응징자","0.0","2013.11.02","양동근 주상욱 연기 좋은데 너무 답답한 복수 정말 재미없다 극장에서 돈내고 보기엔 아깝다 "
"8","노브레싱","10.0","2013.11.02","영화보면서 안 졸았다 확신할 수 있는건 적어도 지루하지는 않다는거 "
"9","레드: 더 레전드","8.0","2013.11.02","재밌네요 무겁지 않으면서요 병헌씨도 멋지네요 "
"10","밤의 여왕","5.0","2013.11.02","그나마 김민정 때문에 이정도평점간신히이쁘고 연기몰입되는데 천정명 진짜 연기 심각하다정말 감정신전혀몰입안되고 줄거리는 어차피유치하기짝이없고 오로지 김민정때문에 그나마 본영화 "
"11","노브레싱","10.0","2013.11.02","그저 흐뭇하기만 하더라구여 나이를 먹어서 그른가 "
"12","노라노","7.0","2013.11.02","신문에서 노라노 선생님의 연재글과 자서전까지 읽었기에 이런 다큐를 즐겨보지는 않지만 일부러 상영관을 찾아서 봤음암흑과 같은 시대에서 활동하는 여성을 위한 옷을 만든 선생님의 삶은 최고특히 최은희씨가 나올때는 혼자 뭉클허나 크리에이티브 디렉터의 다큐에서의 비중은 좀 불편했음 "
"13","노브레싱","9.0","2013.11.02","와 진짜 대박사건 노브레싱 캐스팅 진짜 대박 쩔어 연기도 잘해 미모도 블링블링 "
"14","노브레싱","0.0","2013.11.02","개쓰레기 단순한 빠순이년들을 유도한 단순 돈벌이용 영화 "
"15","노브레싱","10.0","2013.11.02","다들 예상치가 있을 테지만 이번엔 정말 예상보다 훨씬 괜찮았다 "
"16","토르 : 다크 월드","7.0","2013.11.02","토르 재밌게 봤어요 "
"17","그래비티","9.0","2013.11.02","다른 영화 예고편처럼 짜깁기한것같이 않은 예고편정말 대단한 영화인거 같네요 "
"18","응징자","10.0","2013.11.02","요즘아이들 무섭네요 양동근 주상욱 연기 잘하시고 아역배우들도 몰입되게 연기 잘하고 지루하지 않아요 준석이가 통쾌하게 양동근을 응징했어야 했는데 소심한 복수예요 하지만 그위치에서 최선의 복수인듯 돈없고 빽없으니 "
"19","노브레싱","10.0","2013.11.02","짜임새도 개연성도 이정도면 나쁘지 않은듯함 "
"20","노브레싱","10.0","2013.11.02","오늘 보고 왔는데 결국 서인국이 수영 경기에서 이기네요이 영화 보길 잘했습니다 "
"21","죽지않아","8.0","2013.11.02","여자국민 할배손자새날당 일당공감 이용후 버려지는 국민선거 전과후우리가 남이가 로 적이였다가도 합쳐지는 그들 ㅠㅠㅠㅠㅠㅠㅠ밑에 분 평 보고 은유적 표현 보고 대 공감 "
"22","노브레싱","10.0","2013.11.02","정정당당하려는 우성이의 모습이 참 와닿았어요 "
"23","배우는 배우다","10.0","2013.11.02","연기도 멋지고 생각도 하게 만들고 재미있네요 "
"24","토르 : 다크 월드","7.0","2013.11.02"," 본 영화 아판타지 영화는 이젠 좀 그냥이 다다 그래도 편보단 낮네 편보다 나아서점 준다그리고 끝까지 봐야 끝난거라고 명심해라 무식한 것들아 그냥 나가지말고 끝까지 봐라 좀 "
"25","롤러코스터","5.0","2013.11.02","영화가 두서가 없네요그래도 고성희 연기는 볼만 했습니다다음 작품이 기대되요정경호씨는 코믹은 잘 안맞네요그래도 첫 데뷔작이니 앞으로 더 잘하라는 의미로 점 드립니다후하게 "
"26","완전 소중한 사랑","10.0","2013.11.02","사랑과 희망과 감동의 힐링 영화 대박 대박 기대 됩니다지금도 자신의 병과 싸우며 승리와 희망을 향해 달리는 이 땅의 모든 환우들에게 소망과 희망이 전달 되기를 기대하며 완전 소중한 사랑 화이팅 "
"27","응징자","9.0","2013.11.02","학창시절의 왕따너무 안따까운 마음이 든다 "
"28","그래비티","10.0","2013.11.02","내용도 전혀 지루하지 않고 좋았음진짜 감독 대단하다는 생각이 계속 들었고인간의 기술은 진짜 우주앞에서 아무것도 아니라는 생각에 무서웠음 "
"29","신화 : 진시황릉의 비밀","8.0","2013.11.02","시공을 초월한 사랑의 미완에서 인간의 본질은 악일까 선일까 "
"30","데이 앤 나이트","0.0","2013.11.02","할말이 읍음 내돈 언 ㅠㅠㅠ "
"31","롤러코스터","0.0","2013.11.02"," "
"32","디스커넥트","9.0","2013.11.02","보기 전부터 정말 기대했었던 영화였다 보는 내내 흥미진지했고 실제로 일어날 수 있는 주제를 다뤘다는 점이 좋았다 "
"33","그래비티","9.0","2013.11.02","잘 봤습니다 인간 내면을 잘 묘사한 수작으로 생각됩니다 "
"34","은밀하게 위대하게","10.0","2013.11.02","♥ "
"35","토르 : 다크 월드","9.0","2013.11.02","망치액션뿐인 토르에 눈이즐거운 cg와 뜬금없이 터지는 개그코드로 쉴드치다 "
