"","movie_nm","score","reg_date","contents"
"121","쾌걸 조로리의 대대대대모험","0.0","2013.08.07"," "
"122","군사통제구역 팔이공지대","8.0","2013.08.07","무명배우들이라고 얕보지 말자그들에겐 희망이 있다다소 무겁고 예민한 소재와 스토리였으나핵심은 인간의 이중적인 본성을 다룬영화 "
"123","더 울버린","0.0","2013.08.07","올해들어 본 영화중 최악이었음 너무기대해서 실망했다는 정도를 넘어서 이건머 허탈하다는 말밖에 정말 돈아깝다 ㅠㅠ "
"124","설국열차","10.0","2013.08.07","한국 영화사상 최고로 잘 된 영화다 할리우드 영화에 비해서 전혀 손색이 없다 하지만 최후에 남은 인은 결국 먹거리 부족과 추위로 죽어버릴것 같다 나오더라도 년 후에 기차에서 나왔어야 되는데 "
"125","설국열차","1.0","2013.08.07","내용은 있으나 전달이 안되고 포스터만보면 송강호가 주인공인데 실제비중은 낮은 영화일단 개인적으로 기대가 커서그랬는지 실망도 컷다는 결론재미없었다에 한표 "
"126","에픽:숲속의 전설","3.0","2013.08.07","시종일관 따분하고 지루하다 화면의 색채도 흐리멍텅하고 좀비 비슷한 벌레같은게 우르르 나오니 찝찝하고 우중충한 애니메이션이다 아이들이 보기에는 유쾌하지 않은 영화 "
"127","위 캔 두 댓!","6.0","2013.08.07","이념적으로야 얼마든지 아래처럼 점수주고 싶지만 영화로는 냉철하게 이만하면 됐다 "
"128","설국열차","10.0","2013.08.07","봉감독은 천재 충분히 수작이다 송강호 연기도 좋았다 초반에 약간 뜨는 느낌이 들다가 송강호가 등장하자 연화에 여유와 휘트가 스며들기 시작함 "
"129","설국열차","1.0","2013.08.07","하품나고 잠오고 내가 평생 처음 낚시에 엮여 사흘 전 예매해서 이런 졸작을 보다니송강호고아성 캐스팅으로 완전 작살난 영화 칸칸 옮길 때마다 뻔한 예상 장면 하품 광고빨로 관객수 끌어들이는 저급한 영화 "
"130","설국열차","0.0","2013.08.07","아이디클릭하면 영화편본 댓글알바들 ㅋㅋㅋ 영화감독이꿈이라 영화많이보는데더테러라이브 볼려다가 설국열차가 제작비 엄청 쏟아부었다고 해서 보았는데 도대체 어디에 돈이 많읻들어간건지 의문이다 내용도 재미없고 한국배우들은 주인공이 아니네황당첨보는 외국인들나와서 영화가 무얼말하려는지는 알겟는데 재미는 진짜 없다 "
"131","설국열차","5.0","2013.08.07","나름 봉감독이 영화를 통해 전하려하는 메세지는 강하게 다가오는데 글쎄 무어라해야할지 너무 잔인한 부분이 전체적인 이야기의 맥을 끊어 놓는것은 아닌지 그렇지만 기차라는 모토로 이런 영화를 만든 봉감독을 높이 평가한다 "
"132","퍼시픽 림","5.0","2013.08.07","로봇싸우는거는 볼만한데 전부 밤에싸워서 별로임에반게리온 생각나지만 그이상이 안댐실망하는영화 "
"133","설국열차","1.0","2013.08.07","원작있는 작품 가지고 대단한 상상력 이러는 평들은 먼 솔직히 영화에 몰입이 안되도 너무 안되는 영화 허점도 많고 아이들 교육장면은 예전 B급 나치영화에서 본거랑 완젼 똑같드만 "
"134","감시자들","9.0","2013.08.07","참재미있고 새로운짜임새가 좋았던 영화 완전 강추입니다 설경구씨가 나와서 믿고 봤는뎅 정말 멋진 배우십니다 더 여유있어 보이셔서 좋았어요 어느한명도 기울지 않는 연기력으로 신선한 내용을 접할수 있었습니다 강추 "
"135","더 테러 라이브","10.0","2013.08.07","남들은 결말이 아쉽다 하지만 나는 최고의 결말이 아닌가 싶다 대통령이 연설하고 있는 국회로 캬 얼마나 시원한가 "
"136","군사통제구역 팔이공지대","7.0","2013.08.07","최전방에서 군생활 했기에 말도 안되는 이야기지만돈좀 들이고 이야기도 다듬고 하면 좋은 영화가 되었을듯독립영화치고는 괜찮았슴 근데박그리나의 연기가 쫌마지막 장면은 좋았슴 "
"137","터보","10.0","2013.08.07","처음에 D로 보고 너무 좋아서 D로 다시 봤습니다 빵빵 터지느 유머 스릴감 넘치는 레이싱 경기 장면 그리고 감동 역시 드림웍스네요 D도 좋다고 해서 이번 주말에 조카랑 같이 보려고 예매해놨습니다 터보 짱 "
"138","환타즘","6.0","2013.08.07"," 물론 현 시점에서 보기에는 여러 조악한 면이 있겠지만 제작년도를 고려한다면 나름 기이한 분위기를 풍기는 공포영화로써의 모습을 보인다 "
"139","설국열차","9.0","2013.08.07","추천해요 결말을 보고 봉감독이 하고자 하는 의도를 생각해보게 하는 영화돈 아깝지 않았어요 아한국에서도 이런 영화가 나오는구나 싶었어요 역쉬 봉감독 대단한 것 같아요 "
"140","터보","10.0","2013.08.07","한번 보고 아이들이 졸라서 또 한번 봤답니다 ㅋ 다시 봐도 변함없는 진한 감동과 교훈 "
"141","설국열차","9.0","2013.08.07","대단한 상상력이다 한국영화의 발전을 보았다 "
"142","설국열차","10.0","2013.08.07","진심 이런게 영화라는거다 "
"143","설국열차","10.0","2013.08.07","정말 어둡고 강렬한 영화입니다 쭉 재밌게 보고있다가 결말이 너무 허무하게 끝난 것 같아서 나중에 해석찾아보니까 얼마나 심오하고 시사하는 바가 많은 영환지 알게됐습니다 그래도 결말을 좀만 더 길게 해서 보여주지 하는 아쉬움은 남네요 "
"144","설국열차","10.0","2013.08.07","잘만든 영화 생각을 하게한다 역쉬 봉감독이다 "
"145","더 테러 라이브","8.0","2013.08.07"," 영화의 완성도가 조금은 아쉽네용전개도 빠르고볼만합니다 "
"146","더 테러 라이브","9.0","2013.08.07","정말 흥미진진 보다결말에서 개운치 않은 느낌 그래도 내내 긴장하면서 봤습니다 "
"147","설국열차","1.0","2013.08.07","처음 으로 평점 남겨보는데내 영화비 원이 아깝다기 보다는 영화 제작비가 더 아깝다는 생각이 드네요그리고 댓글 알바가 정말로 존재하는군요 ㅋㅋ점은 송강호 형님 봐서 드립니다 "
"148","군사통제구역 팔이공지대","9.0","2013.08.07","아직 알려지진 않았지만 참신한 배우들과 잘 짜여진 시나리오를 통해 우리나라의 영화의 수준이 얼마나 높아졌는지 실감하게 한 영화였습니다 이젠 유명한 배우를 캐스팅하여 내용없고 지루하게 만든 영화보다 지대 같은 영화를 더 찾아볼까 합니다 "
"149","군사통제구역 팔이공지대","10.0","2013.08.07","기대 안하고 봤는데스토리가 좋고영화보는내내 스릴있어요간만에 재밌는영화밨어요짱 "
"150","군사통제구역 팔이공지대","9.0","2013.08.07","독립영화치고는 괜찮내요 "
"151","군사통제구역 팔이공지대","9.0","2013.08.07","독립영화치고는 괜찮내요 "
"152","설국열차","8.0","2013.08.07","끝이 약간 허무하지만 재미까지 잡은 웰 메이드 영화네요 영화가 끝나고도 다시 한번 생각하게 만드는 영화 특히 머리칸에 도착한 이후의 후반부가 가장 인상적입니다 "
"153","개구쟁이 스머프 2","10.0","2013.08.07","넘넘 재밌었어요 "
"154","설국열차","9.0","2013.08.07","그저 재미재미재미재미 없다고 평점을 낮게 주는건 그렇다쳐도 즈질영화다하면서 깎아 내리기에는 우리가 너무 획일화된 영화의 기준만 가지고 있는게 아닌가 싶네요나름 철학적이고 생각할수 있는 여운을 주는 이런 영화한편도 나와줘야 되지 않나 싶구요저는 나름 볼만했습니다 "
"155","설국열차","5.0","2013.08.07","용두사미 끝이 허무하다 메세지는 전중반부에 풀어놨는데 후반에서 정리를 못한 느낌 충격적인 결말도 아니고 제대로 마무리를 지은거도 아니고 보고 나서 똥누고 안딱고 나온 느낌이 들었다 "
"156","설국열차","10.0","2013.08.07","영화가 끝나고 한참을 멍하니 있다가 다시 내려가 표를 끊고 연이어 두 번 봤습니다 두 번째 보니 정신이 좀 들더군요아름다운 감동입니다 "
"157","군사통제구역 팔이공지대","10.0","2013.08.07","별기대안하고 봤는데 생각보다 내용도 탄탄하고 연기력도 괜찮은데 안좋은평들이 있는게 좀이상하네요 아무튼 전 괞찮았어요 "
"158","더 테러 라이브","7.0","2013.08.07","딱 점정도 "
"159","드래곤볼Z : 신들의 전쟁","10.0","2013.08.07","월일 전설을 확인해라 "
"160","설국열차","2.0","2013.08.07","내용구성도 엉성하고 재미도 없고 "
"161","설국열차","9.0","2013.08.07","살면서 한번쯤은 만나게 될 다양한 인간상의 모습 그 안에서 안주하지 않고 자신의 의지대로 사는 용기있는 사람들과 지키고자 하는 사람들 세상의 질서와 규칙 인간 많은 것에 대해 생각해 볼 수 있었습니다 집중력 있게 영화를 이끌어가는 감독님 특유의 흡인력도 역시 잘 봤습니다 "
"162","군사통제구역 팔이공지대","10.0","2013.08.07","독립영화 이지만 정말 재밋었습니다 "
"163","설국열차","0.0","2013.08.07","별거없구먼 "
"164","설국열차","1.0","2013.08.07","정말 처음 로그인 해서 평점 남깁니다 알바라는 것이 존재하긴 하는 군요 영화보다 제 옆에 있던 어떤 아저씨는 정말 집에 가셨습니다 메세지를 주려고 노력은 한거 같은데 재미도 없고 전달력도 떨어지고 봉감독님도 지금 무지 후회하고 계시겠죠 차기작 기대할게요 "
"165","설국열차","9.0","2013.08.07","보고 나서 찡하네요 "
"166","군사통제구역 팔이공지대","9.0","2013.08.07","저예산 영화라 별기대안하고 봤는데 나름 스토리구성도 탄탄하고 기대이상 재밌게 봤음당 "
